Depth,Name,ID,MagicID,IsLoop,IsReplacedBuff,Delay,Bone,Part,TailSilence,ActionList,Color,Alpha,Scale,NeedStunAction,NeedShadow,ChangeSharp,SoundId,IsLoop,IsClose,onlyHero,MagicEnabled,ActionCtrl,ShowNameHp,UIModel,UIModelScale,IsDeleteOnMount,Equipment,ChgAction,删除
2,怪物脚底光效1,1013,8030,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,BOSS脚底光效2,1014,8038,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,国家官员光效,1015,8022,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_召唤坐骑光效,1016,8021,1,,,,,,29;0;3;0,,,1,,,,,1,,,,,,,1,,,,删除
2,打坐,1017,8025,1,,,,,,5;0;6;1;7;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_采集怪物绑定光效,1018,11102,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,复活起身光效,1019,8005,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_灵兽加点光效,1020,8045,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_采集出生光效,1021,,1,,,,,,,,,1,,,,,1,,,,,,1965;1,1.5,,,,删除
2,龙武祈福光效,1022,11157,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,敌对被选中,1023,8030,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,采集光效,1024,8023,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_宝箱头顶光效,1025,,1,,,,,,,,,2,,,,,1,,,,,,7280;1,1.5,,,,删除
2,龙武_天降宝箱光效,1026,8085,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,NPC被选中,1027,8022,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,精英被选中,1028,8030,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,BOSS被选中,1029,8030,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,采集动作,1030,,1,,,,,,8;0;9;1,,,1,,,,4081,0,,1,,,,,1,,,,删除
2,采集动作起身,1031,,1,,,,,,10;0,,,1,,,,,1,,,,,,,1,,,,删除
2,帮会采集,1032,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,摆摊,1033,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,角色升级,1034,8006,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,副本怪物光效01,1035,11028,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,副本怪物光效02,1036,11029,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,副本怪物光效03,1037,11030,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,副本怪物光效04,1038,11031,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,乱武大会杀人光效1,1039,,1,,,,,,,,,1,,,,,1,,,,,,18160;1,1,,,,删除
2,乱武大会杀人光效2,1040,,1,,,,,,,,,1,,,,,1,,,,,,18161;1,1,,,,删除
2,乱武大会杀人光效3,1041,,1,,,,,,,,,1,,,,,1,,,,,,18159;1,1,,,,删除
2,乱武大会怒气光效,1042,11035,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,钓鱼动作,1043,,1,,,,,,36;0;37;1,,,1,,,,,1,,,,,,,1,,,,删除
2,钓鱼动作收杆,1044,,1,,,,,,38;0,,,1,,,,,1,,,,,,,1,,,,删除
2,切磋开始光效,1045,8039,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,切磋胜利光效,1046,8040,1,,,,,,29;0,,,1,,,,,1,,,1,,,,1,,,,删除
2,切磋失败光效,1047,8041,1,,,,,,8;0;10;0,,,1,,,,,1,,,1,,,,1,,,,删除
2,切磋取消光效,1048,8042,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,开卷有益_坐下,1049,,1,,,,,,5;0;6;1,,,1,,,,,1,,,1,,,5525;1,1.5,,,,删除
2,乱武大会_血战八方,1050,11093,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,乱武大会_罗汉护体,1051,11094,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,乱武大会_踏雪无痕,1052,11095,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,乱武大会_怒发冲冠,1053,11096,1,,,,,,,,,1.2,,,,,1,,,,,,,1,,,,删除
2,乱武大会_金刚不坏,1054,11097,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,读书_起身,1055,,1,,,,,,7;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_出生光效,1056,11036,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_打坐,1057,8025,1,,,,,,5;0;6;1;3;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_眩晕,1058,11112,1,,,M_H,,,27;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_站立,1059,,1,,,,,,3;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_召唤灵兽光效,1060,8043,1,,,,,,29;0;3;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_龙虎斗BOSS归属,1061,11093,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,龙武_灵兽升级,1062,8117,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_灵兽升级2,1063,8118,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_灵兽升级3,1064,8119,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_开龙柱光效,1065,,1,,,,,,,,,2,,,,,1,,,,,,1960;1,1.5,,,,删除
2,龙武_生物定身光效,1066,11224,1,,,M_H,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_生物禁魔光效,1067,11225,1,,,M_H,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_生物惊吓光效,1068,4081,1,,,M_WOUND,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,挖矿动作,1069,,1,,,,,,171;0;171;1,,,1,,,,4082,0,,1,,,,,1,,0;5;1952,,删除
2,挖矿动作起身,1070,,1,,,,,,3;1,,,1,,,,,1,,,,,,,1,,,,删除
2,召水球预警光效,1071,11916,0,,,,,,,,,,,,,,,,,1,,,,,,,,删除
2,黄电球,1072,11917,1,,,,,,,,,,,,,,,,,1,,,,,,,,删除
2,绿电球,1073,11918,1,,,,,,,,,,,,,,,,,1,,,,,,,,删除
2,黄电光效,1074,11919,1,,,,,,,,,,,,,,,,,1,,,,,,,,删除
2,绿电光效,1075,11920,1,,,,,,,,,,,,,,,,,1,,,,,,,,删除
2,表情_烧香,1076,11924,0,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_亲吻,1077,11925,0,,,Spine1,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_热吻,1078,11926,0,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_拥抱,1079,11927,0,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,宝莲台护罩,1080,11928,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,古墓盗宝贼,1081,,1,,,M_H,,,,,,1,,,,,1,,,,,,20861;1,1,,,,删除
2,古墓抄诵石碑_读条变大,1082,,1,,,,,,177;1,,,2,,,,,,,,,,,5525;1,2,,0;5;17005,,删除
2,表情_公主抱吻,1083,11929,0,,,,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_表白男,1084,11930,0,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_表白女,1085,11931,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,表情_公主抱跑,1086,11932,1,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,师徒传功,1087,11964,1,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,龙武_采集羊驼成功,1088,8046,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,师父关怀,1089,,,,,,,,,,,1,,,,,,,,,,,22048;1,0.6,,,,删除
2,新传功进行中,1090,8170,1,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,新传功完成,1091,8171,1,,,root,,,,,,1,,,,,,,,1,,,,1,,,,删除
2,称号_此音只应天上有,1092,,1,,,,,,,,,1,,,,,,,,,,,23286;1,0.7,,,,删除
2,称号_天籁之音,1093,,1,,,,,,,,,1,,,,,,,,,,,23287;1,0.7,,,,删除
2,称号_林籁泉韵,1094,,1,,,,,,,,,1,,,,,,,,,,,23288;1,0.7,,,,删除
2,称号_金声玉润,1095,,1,,,,,,,,,1,,,,,,,,,,,23289;1,0.7,,,,删除
2,称号_绘声绘色,1096,,1,,,,,,,,,1,,,,,,,,,,,23290;1,0.7,,,,删除
1,状态光效,2,,,,,,,,,,,,,,,,,,,,,,,,,,,删除
2,冰冻减速,2001,,1,,,,,,,78;78;233;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_昆仑陵重伤弟子,2002,,1,,,,,,32;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_任务冰冻效果,2003,8121,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武中立_钥匙BUFF,2004,11897,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,冰封,2005,,0,,,,,1,,,,1,,,,,1,,,,,,,1,,,,删除
2,玄甲术_天狼战意,2006,11069,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_水晶球,2007,11070,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_中立区任务光效,2008,11169,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,回血光效,2009,8025,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,回蓝光效,2010,8026,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,狂暴,2011,,1,,,,,,,200;0;0;255,,1.2,,,,,1,,,,,,,1,,,,删除
2,无敌,2012,11036,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,灼烧,2013,11021,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,地震,2014,1059,1,,,,,,,,,1,1,,,,1,,,,,,,1,,,,删除
2,大闹天宫_变身男,2015,,,,,,,,,,,1,,,2563;1;0;1,,1,,,,,,,1,,,,删除
2,大闹天宫_变身女,2016,,,,,,,,,,,1,,,2237;1;0;1,,1,,,,,,,1,,,,删除
2,变身丸_木精灵,2017,11027,1,,,,,,,,,1,,,191;1,,1,,,,,,,1,,,,删除
2,变身_猿人（废弃）,2018,,1,,,,,,,,,1,,,35;4,,1,,,,,,,1,,,,删除
2,假骑乘外观,2019,,1,,,,,,,,,1,,,1140;4,,1,,,,,,,1,,,,删除
2,变身_主线龙武2小偷,2020,,,,,,,,,,,1,,,2945;1,,1,,,,,,,1,,,,删除
2,龙武_结婚变吹喇叭,2021,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,33,删除
2,变身_鲛人（废弃）,2022,,1,,,,,,,,,1,,,34;1,,1,,,,,,,1,,,,删除
2,变身_狐狸（废弃）,2023,11027,1,,,,,,,,,1,,,43;1,,1,,,,,,,1,,,,删除
2,变身_小狼（废弃）,2024,11027,1,,,,,,,,,1,,,44;1,,1,,,,,,,1,,,,删除
2,变身_小鹰（废弃）,2025,11027,1,,,,,,,,,1,,,45;1,,1,,,,,,,1,,,,删除
2,变身_雪精灵（废弃）,2026,11027,1,,,,,,,,,1,,,189;1,,1,,,,,,,1,,,,删除
2,任务_接受,2027,8013,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,任务_达成,2028,8014,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,任务_结束,2029,8015,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,摆摊_变身宝箱,2030,,1,,,,,,,,,1,,,119;10,,1,,,,,,,1,,,,删除
2,龙武_城战攻方头顶光效,2031,,1,,,,,,,,,1,,,,,1,,,1,,,7394;1,1.5,,,,删除
2,龙武_变身蹴鞠1,2032,,1,,,,,,,,,1,,,1308;1,,1,,,,,,,1,,,,删除
2,龙武_变身蹴鞠2,2033,,1,,,,,,,,,1,,,862;1,,1,,,,,,,1,,,,删除
2,拜堂_拜天地,2034,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,35,删除
2,拜堂_吃喜宴动作,2035,,1,,,,,,,,,1,,,,,1,,,,,,,1,,0;5;1343,36,删除
2,龙武_任务变身（废弃）,2036,,1,,,,,,,,,1,,,562;1,,1,,,,,,,1,,,,删除
2,龙武_皇家狩猎,2037,11129,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,长安演武_死亡光效,2038,8044,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,天神附体,2039,,1,,,,,,,,,1,,,1126;1,,1,,,,,,,1,,,,删除
2,上马光效,2040,8021,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,下马光效,2041,8021,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,变成龙蛋,2042,,1,,,,,,,,,1,,,1120;1,,1,,,,,,,1,,,,删除
2,传送结界,2043,,1,,,,,,,,,1,,,,,1,,,,,,5362;1,1.5,,,,删除
2,龙武_buff光效,2044,11196,1,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,长安演武_死亡光效,2045,8044,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,隐形,2046,,1,,,,,,,,,0.001,,,,,1,,,,,2,,1,,,,删除
2,变身_鬼圣手下（废弃）,2047,,1,,,,,,,180;209;179;140,180;180,1,,,211;1,,1,,,,,,,1,,,,删除
2,变身_鱼妖（废弃）,2048,,1,,,,,,,,,1,,,32;1,,1,,,,,,,1,,,,删除
2,翼海城_飞机站立,2049,,,,,,,,,,,1,,,,,1,,,,,,,,,,34,删除
2,变身为石头2（废弃）,2050,,1,,,,,,,,,1,,,1140;1,,1,,,,,,,1,,,,删除
2,龙武_任务神秘人传功（废弃）,2051,8123,1,,,,,,29;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变绿色（废弃）,2052,,1,,,,,,,0;146;16;255,,1,,,,,1,,,,,,,1,,,,删除
2,篝火灰烬,2053,,1,,,,,,,,,1,,,1139;1,,1,,,,,,,1,,,,删除
2,任务_狼蛛蛋（废弃）,2054,1058,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,沈万山脚底光效（废弃）,2055,11066,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,独孤彦云的光效（废弃）,2056,11067,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,援军光效（废弃）,2057,11068,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武副本光效,2058,11106,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_任务烧火光效,2059,11139,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,加入火油的光效,2060,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,获得经验的光效,2061,11001,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,获得buff时的光效,2062,11002,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,烟花光效,2063,11003,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,出生保护,2064,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,头顶技能,2065,,1,,,,,,,,,1,,,,,1,,,,,,5370;1,1.5,,,,删除
2,头顶杂货,2066,,1,,,,,,,,,1,,,,,1,,,,,,5377;1,1.5,,,,删除
2,头顶装备,2067,,1,,,,,,,,,1,,,,,1,,,,,,5378;1,1.5,,,,删除
2,头顶寄售,2068,11008,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_宇文成都动作,2069,,1,,,,,,40;0,,,1,,,,,1,,,,,,,1,,,,删除
2,任务_毒藤缠绕,2070,1032,1,,,,,,27;1,,,1,,,,,1,,,,,,,1,,,,删除
2,任务_鲛人俘虏动作（废弃）,2071,,1,,,,,,30;1,,,1,,,,,1,,,,,,,1,,,,删除
2,新手村烟花光效,2072,11003,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_任务坐下,2073,,1,,,,,1,6;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_程咬金副本变身,2074,,1,,,,,,,,,1,,,853;1,,1,,,,,,,1,,,,删除
2,龙武_石头人出现,2075,1165,1,,,,,,119;0,,,1,,,,,1,,,,,2,,1,,,,删除
2,任务_被俘的苗民,2076,,1,,,,,,84;1,,,1,,,1652;1,,1,,,,,,,1,,,,删除
2,变身公箱子,2077,,1,,,,,,,,,1,,,1002;1,,1,,,,,,,1,,,,删除
2,变身母箱子,2078,,1,,,,,,,,,1,,,1003;1,,1,,,,,,,1,,,,删除
2,龙武_北冥任务（废弃）,2079,11185,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,传送头顶光效,2080,,1,,,,,,,,,1,,,,,1,,,,,,5362;1,1.5,,,,删除
2,帮会头顶光效,2081,,1,,,,,,,,,1,,,,,1,,,,,,5359;1,1.5,,,,删除
2,宠物头顶光效,2082,,1,,,,,,,,,1,,,,,1,,,,,,5361;1,1.5,,,,删除
2,锻造头顶光效,2083,,1,,,,,,,,,1,,,,,1,,,,,,5364;1,1.5,,,,删除
2,法宝头顶光效,2084,,1,,,,,,,,,1,,,,,1,,,,,,5365;1,1.5,,,,删除
2,缝纫头顶光效,2085,,1,,,,,,,,,1,,,,,1,,,,,,5366;1,1.5,,,,删除
2,副本头顶光效,2086,,1,,,,,,,,,1,,,,,1,,,,,,5367;1,1.5,,,,删除
2,活动头顶光效,2087,,1,,,,,,,,,1,,,,,1,,,,,,5368;1,1.5,,,,删除
2,家族头顶光效,2088,,1,,,,,,,,,1,,,,,1,,,,,,5369;1,1.5,,,,删除
2,日常头顶光效,2089,,1,,,,,,,,,1,,,,,1,,,,,,5372;1,1.5,,,,删除
2,商会头顶光效,2090,,1,,,,,,,,,1,,,,,1,,,,,,5373;1,1.5,,,,删除
2,武器头顶光效,2091,,1,,,,,,,,,1,,,,,1,,,,,,5375;1,1.5,,,,删除
2,训兽头顶光效,2092,,1,,,,,,,,,1,,,,,1,,,,,,5376;1,1.5,,,,删除
2,珠宝头顶光效,2093,,1,,,,,,,,,1,,,,,1,,,,,,5379;1,1.5,,,,删除
2,龙武_驯马成功（废弃）,2094,11113,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_百夫长光效01,2095,11130,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_百夫长光效02,2096,11131,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_百夫长光效03,2097,11132,1,,,m_la ,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_百夫长光效04,2098,11133,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,鸳鸯戒,2099,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_宝石头顶光效,2100,,1,,,,,,,,,1,,,,,1,,,,,,7974;1,1.5,,,,删除
2,龙武_坐骑头顶光效,2101,,1,,,,,,,,,1,,,,,1,,,,,,7975;1,1.5,,,,删除
2,小狐狸3（废弃）,2102,,1,,,,,,,255;255;255;255,,1,,,43;1,,1,,,,,,,1,,,,删除
2,小狐狸4（废弃）,2103,,1,,,,,,,255;255;255;255,,1.2,,,43;1,,1,,,,,,,1,,,,删除
2,龙武_任务定身spprepare（废弃）,2104,,1,,,,,,159;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武2_流星雨,2105,1182,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,普通千里马1（废弃）,2106,,1,,,,,,,,,1,,,1700;1,,1,,,,,,,1,,,,删除
2,普通千里马1（废弃）,2107,,1,,,,,,,,,1,,,1701;1,,1,,,,,,,1,,,,删除
2,龙武_张须陀光效,2108,11198,0,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_清洁圣水池光效,2109,11199,0,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,龙武_宇文成都光效,2110,11200,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_李元霸光效,2111,11201,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,吃草（废弃）,2112,,1,,,,,,41;0,,,1,,,,,1,,,,,,,1,,,,删除
2,吃草动作（废弃）,2113,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_神秘妖女（废弃）,2114,11202,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_被雷P黑光效（废弃）,2115,,1,,,,,1,32;0,100;100;100;255,,1,,,,,1,,,,,,,1,,,,删除
2,摇钱树光效,2116,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,摇钱树光效,2117,,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_前面有敌人,2118,,1,,,,,,,,,1,,,,,1,,,,,,6713;1,1.5,,,,删除
2,指挥系统_冲锋蓝,2119,8032,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_冲锋红,2120,8034,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_冲锋黄,2121,8035,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_集合蓝,2122,8048,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_集合红,2123,8049,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_集合黄,2124,8050,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_散开蓝,2125,8051,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_散开红,2126,8052,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_散开黄,2127,8053,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武福利光效,2128,11165,0,,,,,,,,,1,,,,,1,,,1,,,,1,,,,删除
2,指挥系统_冲锋绿,2129,8033,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_攻击,2130,,1,,,,,,,,,1,,,,,1,,,,,,6708;1,1.5,,,,删除
2,指挥系统_集合绿,2131,8055,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_散开绿,2132,8056,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_撤退,2133,8057,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_冲锋,2134,8058,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_集合,2135,8059,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_占领,2136,8060,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_跟随,2137,8061,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,指挥系统_求救,2138,,1,,,,,,,,,1,,,,,1,,,,,,6712;1,1.5,,,,删除
2,指挥系统_支援,2139,,1,,,,,,,,,1,,,,,1,,,,,,6714;1,1.5,,,,删除
2,龙武动作_坐,2140,,1,,,,,,6;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武动作_蹲,2141,,1,,,,,,9;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武动作_眩晕,2142,,1,,,,,,27;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武动作_投掷,2143,,1,,,,,,28;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武动作_转身,2144,,1,,,,,,29;0,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武动作_攻击,2145,,1,,,,,,16;0,,,1,,,,,1,,,,,,,1,,,,删除
2,循环_护盾（废弃）,2146,11108,0,,,,,,1;0,,,1,,,,,1,,,,,,,1,,,,删除
2,循环_眼泪（废弃）,2147,11109,0,,,,,,27;1,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_附魂武器雷怒光效,2148,1166,1,,,,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,大梦千年_伞坐骑,2149,8024,1,,,root,,,,,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变黑色（废弃）,2150,,1,,,,,,,0;0;0;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变紫色（废弃）,2151,,1,,,,,,,169;0;211;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变红色（废弃）,2152,,1,,,,,,,255;0;0;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变黄色（废弃）,2153,,1,,,,,,,255;252;0;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变橙色（废弃）,2154,,1,,,,,,,255;162;0;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变粉色（废弃）,2155,,1,,,,,,,255;200;250;255,,1,,,,,1,,,,,,,1,,,,删除
2,龙武_变灰色（废弃）,2156,,1,,,,,,,177;178;178;255,,1,,,,,1,,,,,,,1,,,,删除
