 ,Name,ID,ResId,Transform,ResType,AniType,AniSpeed,AniScale,AniDir,AniColor,AniTrans,MagicProperty_OffsetType,AniOffset,OriginType,FadeType,InheritSR,TopmostEffect,AniOpt1Scale,AniOpt2Scale,AniOpt3Scale,,,删除
2,ws_huixuezhou_sf释放,1098,4778,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ws_hutifushu_sf施放,1099,4782,,0,0,0.7,2,0,,255,,,,,1,,1,1,1,,,删除
2,ws_nitanshu_cx持续,1100,4787,,0,0,0.3,1,0,,255,,,,,1,,1,1,1,,,删除
2,ws_nitanshu_sf施法,1101,4788,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,ws_nitanshu_sj受击,1102,4789,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ws_zhemozhou_cx持续,1103,4803,,0,0,0.7,2,0,,255,,,,,1,1,1,1,1,,,删除
2,ws_zhemozhou_sf施法,1104,4804,,0,0,0.5,1.2,0,,255,,,,,1,,1,1,1,,,删除
2,ys_fuhuoshu_sf施法,1105,4816,,0,0,1,1.5,0,,255,,,,,1,,1,1,1,,,删除
2,ys_fuhuoshu_sj受击,1106,4817,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ys_ganlushu_sf施法,1107,4829,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ys_ganlushu_sj受击,1108,4830,,0,0,0.5,1.5,0,,255,,,,,1,1,1,1,1,,,删除
2,ys_muxianshu_sf施法,1109,4837,,0,0,1,1.5,0,,255,,,,,1,,1,1,1,,,删除
2,ys_pili_sf施法,1110,4844,,0,0,1,1,0,,255,,,,,1,1,1,1,1,,,删除
2,ys_pili_sj击中,1111,4845,,0,0,0.7,1,0,,255,,,,,1,1,1,1,1,,,删除
2,ys_xianfahuyou_sf施法,1112,4860,,0,0,1,1.5,0,,255,,,,,1,,1,1,1,,,删除
2,ys_xianfahuyou_sj受击,1113,4861,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ys_zidian_fx飞行01,1114,4868,,0,0,1,0.7,1,,255,,0;70;0,,,1,,1,1,1,,,删除
2,ys_zidian_fx飞行0203,1115,4869,,0,0,1,0.7,1,,255,,20;70;0,,,1,,1,1,1,,,删除
2,ys_zidian_sf01施法38动作,1116,4870,,0,0,0.8,1,1,,255,,,,,1,,1,1,1,,,删除
2,ys_zidian_sf02施法37动作,1117,4871,,0,0,0.8,1,1,,255,,,,,1,,1,1,1,,,删除
2,ys_zidian_sf03施法39动作,1118,4872,,0,0,0.8,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_jipao_cx持续,1119,4689,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_leiguangdianshi_cx持续,1120,4691,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,gs_leiguangdianshi_fx飞行,1121,4692,,0,0,1,1.5,1,,255,,0;75;-20,,,1,,1,1,1,,,删除
2,gs_leiguangdianshi_sf施法39动作,1122,4693,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_leiguangdianshi_sj受击,1123,4694,,0,0,1,1,0,,255,,,,,1,1,1,1,1,,,删除
2,gs_lingqiao_cx持续,1124,4702,,0,0,0.7,1,0,,255,,,,,1,1,1,1,1,,,删除
2,gs_lingqiao_sf施法,1125,4703,,0,0,1,1.5,0,,255,,,,,1,,1,1,1,,,删除
2,gs_pokongjian_fx飞行,1126,4719,,0,0,1,1.2,1,,255,,0;75;-15,,,1,,1,1,1,,,删除
2,gs_pokongjian_sf施法3738动作,1127,4720,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_pokongjian_sj受击,1128,4721,,0,0,1,1,0,,255,,,,,1,1,1,1,1,,,删除
2,gs_ruijianji_fx飞行,1129,4730,,0,0,1,1.2,1,,255,,0;75;-10,,,1,,1,1,1,,,删除
2,gs_ruijianji_sf施法3738动作,1130,4731,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_ruijianji_sj受击,1131,4732,,0,0,1,1,0,,255,,,,,1,1,1,1,1,,,删除
2,gs_wangyueshe_fx,1132,4740,,0,0,1,1,1,,255,,0;75;0,,,1,,1,1,1,,,删除
2,gs_wangyueshe_sf01,1133,4741,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_wangyueshe_sf02,1134,4742,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_wangyueshe_sf03,1135,4743,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_wangyueshe_sf03_1,1136,4744,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,gs_wangyueshe_sj,1137,4745,,0,0,0.7,2,0,,255,,,,,1,1,1,1,1,,,删除
2,飞剑攻击单,1138,343,,0,0,0.7,0.7,0,,255,,,,,1,1,1,1,1,,,删除
2,飞剑攻击群,1139,552,,0,0,1.5,0.8,0,,255,,,,,1,1,1,1,1,,,删除
2,龙石副本火塔身体光效,1140,192,,0,0,1,1,0,,255,,0;200;0,,,1,1,1,1,1,,,删除
2,龙石副本火塔技能光效,1141,167,,0,0,0.5,0.3,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本冰塔身体光效,1142,229,,0,0,0.7,0.5,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本冰塔技能光效,1143,375,,0,0,0.5,0.3,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本雷塔身体光效,1144,185,,0,0,0.2,0.5,0,,255,,0;150;0,,,1,1,1,1,1,,,删除
2,龙石副本雷塔技能光效,1145,447,,0,0,0.5,0.4,0,,255,,0;50;0,,,1,,1,1,1,,,删除
2,龙石副本毒塔身体光效,1146,257,,0,0,0.6,0.7,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本毒塔技能光效,1147,270,,0,0,0.6,0.5,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本守护塔身体光效,1148,345,,0,0,1,0.5,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本守护塔技能光效,1149,350,,0,0,1,0.5,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本单体火球,1150,1531,,0,0,3,2,1,,255,,0;150;0,,,1,,1,1,1,,,删除
2,龙石副本单体冰箭,1151,233,,0,0,1.5,2,1,,255,,0;150;0,,,1,,1,1,1,,,删除
2,龙石副本单体雷光,1152,254,,0,0,1,1.5,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本单体闪电,1153,255,,0,0,1,2,0,,255,,,,,1,,1,1,1,,,删除
2,龙石副本地雷爆炸,1154,244,,0,0,1,1,0,,255,,,,,1,1,1,1,1,,,删除
2,龙石副本陷阱触发,1155,266,,0,0,1,2,0,,255,,,,,1,1,1,1,1,,,删除
2,龙石副本元气弹爆炸,1156,1642,,0,0,1,2,0,,255,,,,,1,1,1,1,1,,,删除
2,龙武任务_技能光效,1157,166,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ef_char_zs_直捣黄龙01,1158,6015,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,ef_char_zs_直捣黄龙02,1159,6016,,0,0,1,1,1,,255,,,,,1,,1,1,1,,,删除
2,ef_char_zs_直捣黄龙03,1160,6017,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,玄宗天宇玄冰,1161,1540,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,长安演武_技能光效,1162,166,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,刘黑闼_技能光效01,1163,459,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,刘黑闼_技能光效02,1164,291,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_石头人出生光效,1165,8238,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_附魂武器雷怒光效,1166,6621,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_血爆光效,1167,11074,,0,0,1.7,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_火烧光效,1168,10363,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_冰爆光效,1169,10591,,0,0,2,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_毒死光效,1170,10227,,0,0,1.7,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武_通用起手光效,1171,9382,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_陷阱,1172,20345,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_冲刺,1173,20289,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_烈焰震击,1174,20290,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_冰冻三尺1,1175,20344,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_冰冻三尺2,1176,20287,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_雷公助我1,1177,20292,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_雷公助我2,1178,20293,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_天下大同,1179,20294,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_迷路,1180,20350,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,跑龟_被雷击,1181,20348,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,龙武2_流星雨,1182,21491,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,大剑挥砍1（施法）,1183,22026,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大剑挥砍2（施法）,1184,22159,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大剑挥砍3（施法）,1185,22160,,0,0,1,2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大剑挥砍1（击中）,1186,22027,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大剑挥砍2（击中）,1187,22027,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,大剑挥砍3（击中）,1188,22027,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,突进（施法）,1189,22028,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,突进（跟踪）,1190,22029,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,突进（施法2）,1191,22322,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,旋风斩（施法）,1192,22030,,0,0,1,1,0,,255,,,,,0,,1,1,1,,,删除
2,旋风斩（击中）,1193,11141,,0,0,1,1,1,,255,,,,,0,,0.7,0.4,0.1,,,删除
2,弧形闪电（施法）,1194,22151,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,弧形闪电（击中）,1195,11680,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,震荡磁场（施法）,1196,22152,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,震荡磁场（跟踪）,1197,22154,,0,0,1,1,0,,255,,,,,1,,1,1,1,,,删除
2,星陨术（施法）,1198,22320,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,星陨术（跟踪）,1199,22155,,0,0,1,1.3,1,,255,,,,,0,,0.7,0.4,0.1,,,删除
2,星陨术（击中）,1200,6510,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,奏鸣曲（施法）,1201,22157,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,奏鸣曲（跟踪）,1202,22156,,0,0,1,0.8,1,,255,,0;50;0,,,1,,0.7,0.4,0.1,,1,删除
2,奏鸣曲（击中）,1203,22022,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,宁静乐曲（蓄气）,1204,22158,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,宁静乐曲（施法）,1205,22158,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,宁静乐曲（击中）,1206,22023,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,咏叹调（施法2）,1207,22338,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,咏叹调（施法）,1208,22024,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,咏叹调（击中）,1209,22025,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,宁静乐曲BUFF,1210,22321,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,狂雷紫电1,1211,22845,,0,0,1.3,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,幽狼之魂,1212,22846,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,金刚体,1213,22847,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,南瓜,1214,22854,,0,0,1,2,0,,255,,0;-150;0,,,1,,0.7,0.4,0.1,,,删除
2,狂雷紫电2,1215,22845,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,狂雷紫电3,1216,22845,,0,0,0.7,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,糖果,1217,23116,,0,0,1,2,0,,255,,0;70;0,,,1,,0.7,0.4,0.1,,,删除
1,龙武_真武技能光效,2,,,,,,,,,,,,,,,,,,,,,删除
2,乱披风（施法）,2001,11056,,0,0,20,1.4,0,,255,,,,,1,,1,1,1,,,删除
2,惊鸿闪（新施法）,2002,6017,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,惊鸿闪（新跟踪）,2003,6016,,0,0,1,1.2,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,废弃,2004,6424,,0,0,1,2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,夜战八方,2005,6421,,0,0,1,1.8,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,裂胆怒吼（施法）,2006,6418,,0,0,10,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,裂胆怒吼（跟踪）,2007,6419,,0,0,1,1.6,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,留空待用（跟踪）,2008,6420,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,冲击波（跟踪）,2009,7866,,0,0,0.9,0.9,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,啸如虎（施法）,2010,10963,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,流星赶月（施法）,2011,6420,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,流星赶月（跟踪）,2012,6498,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,流星赶月（击中）,2013,6499,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,霸王卸甲（施法）,2014,7863,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,霸王卸甲（击中）,2015,7864,,0,0,1,1,1,,255,,0;70;0,,,1,,0.7,0.4,0.1,,,删除
2,抽刀断水（施法）,2016,7867,,0,0,1.4,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,横扫千军（跟踪）,2017,7868,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,稳如山,2018,10955,,0,0,1,1.1,0,,255,,,,,1,,1,1,1,,,删除
2,天旋地转（击中）,2019,11169,,0,0,1.5,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,逆斩乾坤（击中）,2020,7870,,0,0,1,1,1,,255,,0;60;0,,,1,,0.7,0.4,0.1,,,删除
2,力劈华山（废弃）,2021,7869,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,战意迸发（施法）,2022,7871,,0,0,1,1.4,0,,255,,0;-30;0,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（施法1）,2023,4902,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（击中1）,2024,161,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（施法2）,2025,4903,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（击中2）,2026,157,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（施法3）,2027,4904,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,破风斩（击中3）,2028,161,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,冷嘲热讽（施法）,2029,4885,,0,0,1,1,1,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,群嘲（施法）,2030,196,,0,0,1,1,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
2,战意滔天（新施法）,2031,16365,,0,0,1,1.2,0,,255,,,,,1,,0.7,0.4,0.1,,,删除
